"Source","Target","Flow"
"Edison","Legnano Arena civica",5
"Edison","Lodi - Papi",3
"Edison","Lombardia - Vallazze",2
"Edison","Loreto 1",4
"Edison","M. Gioia - ""Regione""",2
"Edison","Majno - Baretti",2
"Edison","Manzoni",7
"Edison","Marussig - Castelvetro",8
"Edison","Mascagni",2
"Edison","Meda",13
"Edison","Medaglie D'Oro 1",1
"Edison","Medaglie D'Oro 2",3
"Edison","Melchiorre Gioia - Galvani",1
"Edison","Melzi d Eril - Cagnola",1
"Edison","Mentana",1
"Edison","Milizie - Tortona",2
"Edison","Missori",6
"Edison","Modena - Castel Morrone",2
"Edison","Molino delle Armi",2
"Edison","Montenero - Spartaco",1
"Edison","Morozzo della Rocca",3
"Edison","Moscova",30
"Edison","Napo Torriani",1
"Edison","Napoli - Washington",16
"Edison","Naviglio G.Valenza",3
"Edison","Naviglio Pavese - Torricelli",17
"Edison","Pagano - Guido D'Arezzo",7
"Edison","Palazzo Marino",12
"Edison","Palestro 2",1
"Edison","Patellani",1
"Edison","Piazzale Lodi",1
"Edison","Porta Genova",14
"Edison","Porta Nuova",1
"Edison","Porta Venezia",3
"Edison","Porta Venezia 2",2
"Edison","Porta Volta civ. 5",9
"Edison","Procaccini - Gramsci",5
"Edison","Procaccini . Cimitero Monumentale",1
"Edison","QT8 - Isernia",1
"Edison","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",6
"Edison","Regina Margherita",5
"Edison","Repubblica",2
"Edison","Resistenza Partigiana",9
"Edison","Richini",2
"Edison","Ripamonti Bellezza",2
"Edison","Risorgimento",16
"Edison","Roncaglia - Washington",10
"Edison","Rosario",6
"Edison","Rotonda della Besana",3
"Edison","S. F. Romana",2
"Edison","S. Nazaro in Brolo",7
"Edison","S. Stefano",2
"Edison","S.Gioachimo",1
"Edison","S.M. del Carso",12
"Edison","San Babila",15
"Edison","San Barnaba H Mangiagalli",8
"Edison","San Giorgio",3
"Edison","San Giovanni sul Muro",5
"Edison","San Gottardo - Gentilino",3
"Edison","San Lorenzo - ""Colonne""",1
"Edison","San Marco",2
"Edison","San Pietro all'Orto",4
"Edison","San Pietro in Gessate",8
"Edison","San Vito",3
"Edison","Sant'Agostino",10
"Edison","Sant'Ambrogio",36
"Edison","Sant'Angelo - P.ta Nuova",2
"Edison","Sant'Eustorgio- P.ta Ticinese",16
"Edison","Santa Maria Beltrade",3
"Edison","Santa Maria delle Grazie",10
"Edison","Santa Sofia",2
"Edison","Santissima Trinità",20
"Edison","Sarpi Albertini",2
"Edison","Sarpi Niccolini",25
"Edison","Savona - Tolstoj",3
"Edison","Segantini - Darwin",1
"Edison","Sempione - Melzi d Eril",11
"Edison","Sempione - RAI",4
"Edison","Senato",2
"Edison","Settembrini - Vitruvio",1
"Edison","Sraffa",1
"Edison","Teodorico - Gattamelata",1
"Edison","Tiraboschi - Muratori",1
"Edison","Tommaseo",1
"Edison","Torino - Carrobbio",3
"Edison","Treves",4
"Edison","Triennale",3
"Edison","Tunisia - Cozzi",1
"Edison","Università Bocconi",1
"Edison","Università Cattolica",6
"Edison","V Alpini",4
"Edison","Valtellina - Aprica",1
"Edison","Velasca",4
"Edison","Vercelli - Cherubini",5
"Edison","Vercelli - Piemonte",15
"Edison","Vittor Pisani",2
"Edison","XXII Marzo",4
"Edison","XXIV Maggio",1
"Edison","XXV Aprile",52
"Elba - Cimarosa","Accursio - Portello",2
"Elba - Cimarosa","Adamello - Lorenzini",1
"Elba - Cimarosa","Amendola M1",13
"Elba - Cimarosa","Aquileia",4
"Elba - Cimarosa","Arcivescovado",2
"Elba - Cimarosa","Arco della Pace 1 - Bertani",6
"Elba - Cimarosa","Arco della Pace 2 - Pagano",1
"Elba - Cimarosa","Ascanio Sforza - Pavia",1
"Elba - Cimarosa","Balilla - Tibaldi",24
"Elba - Cimarosa","Beatrice d'Este - Cassolo",3
"Elba - Cimarosa","Beccaria",1
"Elba - Cimarosa","Bergognone - Tortona",8
"Elba - Cimarosa","Bernini",1
"Elba - Cimarosa","Bocconi 3 - I. Aragona",3
"Elba - Cimarosa","Borgogna",1
"Elba - Cimarosa","Borsieri - Confalonieri",4
"Elba - Cimarosa","Brenta MM",2
"Elba - Cimarosa","Brera",7
"Elba - Cimarosa","Brescia",10
"Elba - Cimarosa","Bronzetti - Archimede",2
"Elba - Cimarosa","Buonarroti",16
"Elba - Cimarosa","Cadore - Pinaroli",3
"Elba - Cimarosa","Cadorna 1",24
"Elba - Cimarosa","Cadorna 2",1
"Elba - Cimarosa","Cadorna 3",7
"Elba - Cimarosa","Caiazzo",1
"Elba - Cimarosa","Cairoli",21
"Elba - Cimarosa","Caneva - Tolentino",3
"Elba - Cimarosa","Canova - Sangiorgio",1
"Elba - Cimarosa","Cantore",10
"Elba - Cimarosa","Cantù",3
"Elba - Cimarosa","Cardinal Ferrari",19
"Elba - Cimarosa","Carlo Magno - Alcuino",1
"Elba - Cimarosa","Castello Acquario civico",2
"Elba - Cimarosa","Cavour",2
"Elba - Cimarosa","Centrale 1",1
"Elba - Cimarosa","Centrale 2",1
"Elba - Cimarosa","Chiesa - E. Filiberto",3
"Elba - Cimarosa","Cinque Giornate",1
"Elba - Cimarosa","Cirene - Friuli",1
"Elba - Cimarosa","Col di Lana - Col Moschin",4
"Elba - Cimarosa","Conciliazione",8
"Elba - Cimarosa","Coni Zugna Solari",54
"Elba - Cimarosa","Cordusio",6
"Elba - Cimarosa","Crocetta",1
"Elba - Cimarosa","Cusani",5
"Elba - Cimarosa","D'Ancona",6
"Elba - Cimarosa","Dante - San Tomaso",14
"Elba - Cimarosa","De Angeli - R. Sanzio",11
"Elba - Cimarosa","De Angeli - Ripamonti",2
"Elba - Cimarosa","Dell'Umanitaria",1
"Elba - Cimarosa","Diaz",1
"Elba - Cimarosa","Domodossola FNM - Filelfo",44
"Elba - Cimarosa","Duomo",15
"Elba - Cimarosa","Edison",7
"Elba - Cimarosa","Elba - Cimarosa",28
"Elba - Cimarosa","F.Filzi",4
"Elba - Cimarosa","Farini - Quadrio",1
"Elba - Cimarosa","Fatebenefratelli",7
"Elba - Cimarosa","Festa del Perdono",1
"Elba - Cimarosa","Foppa - Caravaggio",38
"Elba - Cimarosa","Garibaldi - Sturzo",1
"Elba - Cimarosa","Garibaldi Pepe",1
"Elba - Cimarosa","Gioia - Carissimi",9
"Elba - Cimarosa","Gioia - Pirelli",3
"Elba - Cimarosa","Giovanni XXIII",12
"Elba - Cimarosa","Gorizia 1",3
"Elba - Cimarosa","Gorizia 2",2
"Elba - Cimarosa","Govone - Borgese",1
"Elba - Cimarosa","Indipendenza-Castel Morrone",10
"Elba - Cimarosa","Italia - San Martino",10
"Elba - Cimarosa","Lagosta",1
"Elba - Cimarosa","Lanza",7
"Elba - Cimarosa","Legnano Arena civica",4
"Elba - Cimarosa","Lotto",2
"Elba - Cimarosa","Majno - Baretti",1
"Elba - Cimarosa","Manin - Bastioni",2
"Elba - Cimarosa","Manzoni",3
"Elba - Cimarosa","Marussig - Castelvetro",3
"Elba - Cimarosa","Meda",1
"Elba - Cimarosa","Melzi d Eril - Cagnola",1
"Elba - Cimarosa","Mentana",3
"Elba - Cimarosa","Milizie - Tortona",9
"Elba - Cimarosa","Missori",2
"Elba - Cimarosa","Molino delle Armi",38
"Elba - Cimarosa","Montenero - Spartaco",2
"Elba - Cimarosa","Morozzo della Rocca",49
"Elba - Cimarosa","Moscova",26
"Elba - Cimarosa","Napoli - Washington",17
"Elba - Cimarosa","Naviglio G.Valenza",9
"Elba - Cimarosa","Naviglio Pavese - Torricelli",5
"Elba - Cimarosa","Pagano - Guido D'Arezzo",179
"Elba - Cimarosa","Palazzo Marino",27
"Elba - Cimarosa","Patellani",16
"Elba - Cimarosa","Pola RL",1
"Elba - Cimarosa","Porta Genova",24
"Elba - Cimarosa","Porta Volta civ. 5",1
"Elba - Cimarosa","Procaccini - Gramsci",11
"Elba - Cimarosa","Procaccini . Cimitero Monumentale",1
"Elba - Cimarosa","Regina Margherita",2
"Elba - Cimarosa","Resistenza Partigiana",18
"Elba - Cimarosa","Richini",4
"Elba - Cimarosa","Risorgimento",2
"Elba - Cimarosa","Romagna - Pascoli",1
"Elba - Cimarosa","Romolo M2",2
"Elba - Cimarosa","Roncaglia - Washington",21
"Elba - Cimarosa","Rosario",33
"Elba - Cimarosa","Rotonda della Besana",10
"Elba - Cimarosa","S. F. Romana",2
"Elba - Cimarosa","S. Nazaro in Brolo",1
"Elba - Cimarosa","S.M. del Carso",21
"Elba - Cimarosa","San Babila",10
"Elba - Cimarosa","San Barnaba H Mangiagalli",3
"Elba - Cimarosa","San Giorgio",1
"Elba - Cimarosa","San Giovanni sul Muro",30
"Elba - Cimarosa","San Gottardo - Gentilino",6
"Elba - Cimarosa","San Lorenzo - ""Colonne""",3
"Elba - Cimarosa","San Marco",2
"Elba - Cimarosa","San Pietro in Gessate",5
"Elba - Cimarosa","San Vito",9
"Elba - Cimarosa","Sant'Agostino",16
"Elba - Cimarosa","Sant'Ambrogio",7
"Elba - Cimarosa","Sant'Angelo - P.ta Nuova",3
"Elba - Cimarosa","Santa Maria Beltrade",4
"Elba - Cimarosa","Santa Maria delle Grazie",14
"Elba - Cimarosa","Santa Sofia",4
"Elba - Cimarosa","Santissima Trinità",9
"Elba - Cimarosa","Sarpi Albertini",3
"Elba - Cimarosa","Sarpi Niccolini",1
"Elba - Cimarosa","Savona - Tolstoj",6
"Elba - Cimarosa","Sempione - Melzi d Eril",6
"Elba - Cimarosa","Sempione - RAI",3
"Elba - Cimarosa","Spadolini - Centro Leoni",1
"Elba - Cimarosa","Sraffa",1
"Elba - Cimarosa","Stefini - Ressi",1
"Elba - Cimarosa","Stelvio - Farini",2
"Elba - Cimarosa","Stuparich - Albani",1
"Elba - Cimarosa","Teodorico - Gattamelata",15
"Elba - Cimarosa","Teodosio - Pacini",1
"Elba - Cimarosa","Tiraboschi - Muratori",1
"Elba - Cimarosa","Tommaseo",3
"Elba - Cimarosa","Torino - Carrobbio",2
"Elba - Cimarosa","Treves",13
"Elba - Cimarosa","Triennale",1
"Elba - Cimarosa","Tunisia Lecco Bellintani",1
"Elba - Cimarosa","Università Cattolica",5
"Elba - Cimarosa","V Alpini",6
"Elba - Cimarosa","Valtellina - Farini",3
"Elba - Cimarosa","Velasca",4
"Elba - Cimarosa","Vercelli - Cherubini",23
"Elba - Cimarosa","Vercelli - Piemonte",27
"Elba - Cimarosa","Vesuvio - Lipari",6
"Elba - Cimarosa","VI Febbraio",2
"Elba - Cimarosa","Vigliani - Scarampo",7
"Elba - Cimarosa","VIII novembre",1
"Elba - Cimarosa","Vittor Pisani",1
"Elba - Cimarosa","XXIV Maggio",4
"Elba - Cimarosa","XXV Aprile",29
"Elba - Cimarosa","Zavattari - Tempesta",6
"Emilia - Piceno","Adamello - Lorenzini",3
"Emilia - Piceno","Arcivescovado",20
"Emilia - Piceno","Arco della Pace 1 - Bertani",3
"Emilia - Piceno","Arco della Pace 2 - Pagano",2
"Emilia - Piceno","Ascanio Sforza - Pavia",3
"Emilia - Piceno","Aspromonte - Pecchio",1
"Emilia - Piceno","Augusto",19
"Emilia - Piceno","B.Marcello - Boscovich",3
"Emilia - Piceno","Bacone - Monteverdi",4
"Emilia - Piceno","Balilla - Tibaldi",1
"Emilia - Piceno","Bassini - Grossich",5
"Emilia - Piceno","Bausan - Brofferio",3
"Emilia - Piceno","Beatrice d'Este - Cassolo",1
"Emilia - Piceno","Beccaria",32
"Emilia - Piceno","Benaco - Brembo",6
"Emilia - Piceno","Bergognone - Tortona",1
"Emilia - Piceno","Bernini",3
"Emilia - Piceno","Bertarelli",3
"Emilia - Piceno","Bocconi 2 - Bach",3
"Emilia - Piceno","Bocconi 3 - I. Aragona",3
"Emilia - Piceno","Bonomelli",4
"Emilia - Piceno","Borgogna",6
"Emilia - Piceno","Borsieri - Confalonieri",3
"Emilia - Piceno","Brenta MM",2
"Emilia - Piceno","Brera",3
"Emilia - Piceno","Bronzetti - Archimede",4
"Emilia - Piceno","Buenos Aires - Argentina",12
"Emilia - Piceno","Buenos Aires - Lima",31
"Emilia - Piceno","Buonarroti",7
"Emilia - Piceno","Cadore - Pinaroli",7
"Emilia - Piceno","Cadorna 1",2
"Emilia - Piceno","Cadorna 3",4
"Emilia - Piceno","Caiazzo",4
"Emilia - Piceno","Cairoli",17
"Emilia - Piceno","Caldara / Curtatone",2
"Emilia - Piceno","Cantore",20
"Emilia - Piceno","Cantù",11
"Emilia - Piceno","Cardinal Ferrari",11
"Emilia - Piceno","Castel Morrone - M. A. Di Savoia",18
"Emilia - Piceno","Castello Acquario civico",3
"Emilia - Piceno","Cavour",19
"Emilia - Piceno","Centrale 1",2
"Emilia - Piceno","Centrale 2",3
"Emilia - Piceno","Chiese - F. Testi",1
"Emilia - Piceno","Cinque Giornate",36
"Emilia - Piceno","Cirene - Friuli",8
"Emilia - Piceno","Col di Lana - Col Moschin",3
"Emilia - Piceno","Conciliazione",2
"Emilia - Piceno","Coni Zugna Solari",4
"Emilia - Piceno","Cordusio",5
"Emilia - Piceno","Crema - Giulio Romano",7
"Emilia - Piceno","Crocetta",5
"Emilia - Piceno","Cusani",8
"Emilia - Piceno","D'Ancona",1
"Emilia - Piceno","Dante - San Tomaso",11
"Emilia - Piceno","Dateo",17
"Emilia - Piceno","De Angeli - R. Sanzio",1
"Emilia - Piceno","De Angeli - Ripamonti",19
"Emilia - Piceno","Dell'Umanitaria",2
"Emilia - Piceno","Diaz",17
"Emilia - Piceno","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",4
"Emilia - Piceno","Duomo",13
"Emilia - Piceno","Durante - D'aviano",2
"Emilia - Piceno","Emilia - Piceno",19
"Emilia - Piceno","Fatebenefratelli",2
"Emilia - Piceno","Festa del Perdono",6
"Emilia - Piceno","Fiamma",14
"Emilia - Piceno","Friuli",13
"Emilia - Piceno","Galvani - Restelli - RL",15
"Emilia - Piceno","Garibaldi - Sturzo",3
"Emilia - Piceno","Gioia - Pirelli",1
"Emilia - Piceno","Gioia - Sassetti",1
"Emilia - Piceno","Gorini - Strambio",15
"Emilia - Piceno","Gorizia 1",1
"Emilia - Piceno","Gorizia 2",1
"Emilia - Piceno","Indipendenza-Castel Morrone",15
"Emilia - Piceno","Italia - San Martino",5
"Emilia - Piceno","IV Novembre",2
"Emilia - Piceno","Lanza",2
"Emilia - Piceno","Lazio - Vasari - Morosini",9
"Emilia - Piceno","Lodi - Papi",15
"Emilia - Piceno","Lombardia - Vallazze",5
"Emilia - Piceno","Loreto 1",5
"Emilia - Piceno","Lotto",4
"Emilia - Piceno","Majno - Baretti",21
"Emilia - Piceno","Manin - Bastioni",7
"Emilia - Piceno","Manzoni",9
"Emilia - Piceno","Mascagni",24
"Emilia - Piceno","Meda",4
"Emilia - Piceno","Medaglie D'Oro 1",24
"Emilia - Piceno","Medaglie D'Oro 2",13
"Emilia - Piceno","Melzi d Eril - Cagnola",1
"Emilia - Piceno","Missori",8
"Emilia - Piceno","Modena - Castel Morrone",13
"Emilia - Piceno","Molino delle Armi",5
"Emilia - Piceno","Montenero - Spartaco",5
"Emilia - Piceno","Morgagni Redi",13
"Emilia - Piceno","Moscova",3
"Emilia - Piceno","Muratori - Umbria",14
"Emilia - Piceno","Napo Torriani",2
"Emilia - Piceno","Naviglio Pavese - Torricelli",2
"Emilia - Piceno","Novelli - Carnaghi",7
"Emilia - Piceno","P.zza Luigi di Savoia",2
"Emilia - Piceno","Pagano - Guido D'Arezzo",2
"Emilia - Piceno","Palazzo Marino",41
"Emilia - Piceno","Palestro 1",2
"Emilia - Piceno","Patellani",3
"Emilia - Piceno","Piazza Carbonari",1
"Emilia - Piceno","Piazzale Lodi",10
"Emilia - Piceno","Piola",8
"Emilia - Piceno","Porta Genova",3
"Emilia - Piceno","Porta Nuova",7
"Emilia - Piceno","Porta Venezia",6
"Emilia - Piceno","Porta Venezia 2",9
"Emilia - Piceno","Procaccini - Gramsci",2
"Emilia - Piceno","Procaccini . Cimitero Monumentale",17
"Emilia - Piceno","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",4
"Emilia - Piceno","Regina Margherita",7
"Emilia - Piceno","Reni - Guardi",4
"Emilia - Piceno","Repubblica",1
"Emilia - Piceno","Resistenza Partigiana",5
"Emilia - Piceno","Ripamonti Bellezza",8
"Emilia - Piceno","Risorgimento",55
"Emilia - Piceno","Romagna - Pascoli",8
"Emilia - Piceno","Rosario",3
"Emilia - Piceno","Rotonda della Besana",27
"Emilia - Piceno","S. F. Romana",6
"Emilia - Piceno","S. Nazaro in Brolo",3
"Emilia - Piceno","S. Stefano",2
"Emilia - Piceno","S.Gioachimo",8
"Emilia - Piceno","San Babila",34
"Emilia - Piceno","San Barnaba H Mangiagalli",15
"Emilia - Piceno","San Giorgio",2
"Emilia - Piceno","San Giovanni sul Muro",20
"Emilia - Piceno","San Gottardo - Gentilino",2
"Emilia - Piceno","San Lorenzo - ""Colonne""",1
"Emilia - Piceno","San Marco",1
"Emilia - Piceno","San Pietro all'Orto",10
"Emilia - Piceno","San Pietro in Gessate",35
"Emilia - Piceno","Sant'Agostino",2
"Emilia - Piceno","Sant'Ambrogio",6
"Emilia - Piceno","Sant'Angelo - P.ta Nuova",1
"Emilia - Piceno","Sant'Eustorgio- P.ta Ticinese",3
"Emilia - Piceno","Santa Maria delle Grazie",2
"Emilia - Piceno","Santa Sofia",3
"Emilia - Piceno","Santissima Trinità",2
"Emilia - Piceno","Sarpi Albertini",2
"Emilia - Piceno","Savona - Tolstoj",8
"Emilia - Piceno","Sempione - Melzi d Eril",12
"Emilia - Piceno","Senato",4
"Emilia - Piceno","Settembrini - Vitruvio",1
"Emilia - Piceno","Spadolini - Centro Leoni",3
"Emilia - Piceno","Sraffa",4
"Emilia - Piceno","Stelvio - Farini",2
"Emilia - Piceno","Susa - Sidoli",15
"Emilia - Piceno","Teodosio - Pacini",4
"Emilia - Piceno","Tiraboschi - Muratori",39
"Emilia - Piceno","Torino - Carrobbio",5
"Emilia - Piceno","Toscana- Leoni",4
"Emilia - Piceno","Treves",2
"Emilia - Piceno","Tunisia - Cozzi",1
"Emilia - Piceno","Tunisia Lecco Bellintani",6
"Emilia - Piceno","Università Bocconi",2
"Emilia - Piceno","Università Cattolica",10
"Emilia - Piceno","Velasca",7
"Emilia - Piceno","Vercelli - Cherubini",1
"Emilia - Piceno","Vercelli - Piemonte",2
"Emilia - Piceno","Verrocchio - Juvara",2
"Emilia - Piceno","Vesuvio - Lipari",1
"Emilia - Piceno","VIII novembre",42
"Emilia - Piceno","Vittor Pisani",4
"Emilia - Piceno","XXII Marzo",7
"Emilia - Piceno","XXIV Maggio",5
"Emilia - Piceno","XXV Aprile",6
"Emilia - Piceno","Zara M3",1
"Erculea","Accursio - Portello",1
"Erculea","Adamello - Lorenzini",3
"Erculea","Amendola M1",5
"Erculea","Aquileia",1
"Erculea","Arcivescovado",7
"Erculea","Arco della Pace 1 - Bertani",1
"Erculea","Arco della Pace 2 - Pagano",1
"Erculea","Arcole - Argelati",1
"Erculea","Ascanio Sforza - Pavia",2
"Erculea","Aspromonte - Pecchio",6
"Erculea","Augusto",4
"Erculea","Balilla - Tibaldi",26
"Erculea","Beatrice d'Este - Cassolo",4
"Erculea","Beccaria",3
"Erculea","Benaco - Brembo",1
"Erculea","Bergognone - Tortona",3
"Erculea","Bernini",2
"Erculea","Bertarelli",6
"Erculea","Bocconi 2 - Bach",2
"Erculea","Bocconi 3 - I. Aragona",15
"Erculea","Bonomelli",3
"Erculea","Borgogna",1
"Erculea","Borsieri - Confalonieri",1
"Erculea","Brera",3
"Erculea","Brescia",2
"Erculea","Buenos Aires - Lima",2
"Erculea","Cadore - Pinaroli",14
"Erculea","Cadorna 1",40
"Erculea","Cadorna 2",1
"Erculea","Cadorna 3",80
"Erculea","Caiazzo",1
"Erculea","Cairoli",26
"Erculea","Caldara / Curtatone",4
"Erculea","Canova - Sangiorgio",2
"Erculea","Cantore",7
"Erculea","Cantù",3
"Erculea","Cardinal Ferrari",2
"Erculea","Castel Morrone - M. A. Di Savoia",1
"Erculea","Cavour",1
"Erculea","Centrale 1",1
"Erculea","Centrale 2",12
"Erculea","Cinque Giornate",3
"Erculea","Col di Lana - Col Moschin",7
"Erculea","Conciliazione",1
"Erculea","Coni Zugna Solari",11
"Erculea","Cordusio",2
"Erculea","Crema - Giulio Romano",4
"Erculea","Crocetta",23
"Erculea","Cusani",5
"Erculea","D'Ancona",12
"Erculea","Dante - San Tomaso",7
"Erculea","Dateo",2
"Erculea","De Angeli - Ripamonti",1
"Erculea","Dell'Umanitaria",8
"Erculea","Diaz",14
"Erculea","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",11
"Erculea","Duomo",67
"Erculea","Durante - D'aviano",1
"Erculea","Edison",3
"Erculea","Emilia - Piceno",3
"Erculea","Erculea",19
"Erculea","Farini - Quadrio",1
"Erculea","Fatebenefratelli",2
"Erculea","Foppa - Caravaggio",1
"Erculea","Friuli",16
"Erculea","Garibaldi Pepe",1
"Erculea","Gioia - Carissimi",1
"Erculea","Gorini - Strambio",3
"Erculea","Gorizia 1",1
"Erculea","Govone - Borgese",15
"Erculea","Italia - San Martino",9
"Erculea","Lagosta",1
"Erculea","Lanza",2
"Erculea","Lazio - Vasari - Morosini",3
"Erculea","Lodi - Papi",3
"Erculea","Loreto 1",1
"Erculea","Majno - Baretti",1
"Erculea","Manzoni",2
"Erculea","Mascagni",1
"Erculea","Meda",22
"Erculea","Medaglie D'Oro 1",4
"Erculea","Medaglie D'Oro 2",9
"Erculea","Mentana",2
"Erculea","Missori",1
"Erculea","Modena - Castel Morrone",5
"Erculea","Molino delle Armi",4
"Erculea","Montenero - Spartaco",4
"Erculea","Moscova",3
"Erculea","Muratori - Umbria",2
"Erculea","Naviglio G.Valenza",1
"Erculea","Naviglio Pavese - Torricelli",2
"Erculea","Novelli - Carnaghi",1
"Erculea","P.zza Luigi di Savoia",7
"Erculea","Pagano - Guido D'Arezzo",2
"Erculea","Palazzo Marino",3
"Erculea","Palestro 1",2
"Erculea","Patellani",25
"Erculea","Piazzale Lodi",1
"Erculea","Porta Genova",27
"Erculea","Porta Nuova",2
"Erculea","Porta Venezia",2
"Erculea","Porta Volta civ. 5",3
"Erculea","Procaccini - Gramsci",16
"Erculea","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",1
"Erculea","Regina Margherita",3
"Erculea","Reni - Guardi",6
"Erculea","Repubblica",1
"Erculea","Resistenza Partigiana",18
"Erculea","Ripamonti Bellezza",3
"Erculea","Risorgimento",3
"Erculea","Roncaglia - Washington",1
"Erculea","Rosario",8
"Erculea","S. F. Romana",1
"Erculea","S. Nazaro in Brolo",2
"Erculea","S. Stefano",3
"Erculea","S.M. del Carso",2
"Erculea","San Babila",9
"Erculea","San Barnaba H Mangiagalli",6
"Erculea","San Giorgio",5
"Erculea","San Giovanni sul Muro",1
"Erculea","San Gottardo - Gentilino",2
"Erculea","San Lorenzo - ""Colonne""",4
"Erculea","San Marco",1
"Erculea","San Pietro all'Orto",5
"Erculea","San Pietro in Gessate",8
"Erculea","San Vito",9
"Erculea","Sant'Agostino",2
"Erculea","Sant'Ambrogio",1
"Erculea","Sant'Angelo - P.ta Nuova",1
"Erculea","Sant'Eustorgio- P.ta Ticinese",7
"Erculea","Santa Maria Beltrade",3
"Erculea","Santa Sofia",16
"Erculea","Sarpi Albertini",1
"Erculea","Segantini - Darwin",1
"Erculea","Senato",3
"Erculea","Spadolini - Centro Leoni",4
"Erculea","Sraffa",5
"Erculea","Susa - Sidoli",12
"Erculea","Tiraboschi - Muratori",5
"Erculea","Tommaseo",1
"Erculea","Torino - Carrobbio",13
"Erculea","Toscana- Leoni",1
"Erculea","Tunisia - Cozzi",3
"Erculea","Università Bocconi",11
"Erculea","Università Cattolica",1
"Erculea","V Alpini",1
"Erculea","Valtellina - Farini",6
"Erculea","Velasca",4
"Erculea","Vercelli - Piemonte",6
"Erculea","Vesuvio - Lipari",1
"Erculea","VIII novembre",1
"Erculea","Vittor Pisani",1
"Erculea","XXII Marzo",3
"Erculea","XXIV Maggio",2
"Erculea","XXV Aprile",27
"Erculea","Zara M3",1
"Erculea","Zavattari - Tempesta",1
"F.Filzi","Accursio - Portello",13
"F.Filzi","Amendola M1",1
"F.Filzi","Aquileia",2
"F.Filzi","Arcivescovado",6
"F.Filzi","Arco della Pace 1 - Bertani",4
"F.Filzi","Augusto",2
"F.Filzi","B.Marcello - Boscovich",6
"F.Filzi","Bacone - Monteverdi",12
"F.Filzi","Bassini - Grossich",6
"F.Filzi","Beatrice d'Este - Cassolo",7
"F.Filzi","Beccaria",1
"F.Filzi","Benaco - Brembo",1
"F.Filzi","Bertarelli",1
"F.Filzi","Bicocca M5 - Pulci",1
"F.Filzi","Bocconi 3 - I. Aragona",2
"F.Filzi","Borsieri - Confalonieri",22
"F.Filzi","Bovisa Passante 1 - Alfieri",4
"F.Filzi","Brenta MM",17
"F.Filzi","Brera",13
"F.Filzi","Brescia",2
"F.Filzi","Brianza - Venini",18
"F.Filzi","Buenos Aires - Argentina",12
"F.Filzi","Buenos Aires - Lima",11
"F.Filzi","Buonarroti",3
"F.Filzi","Cadore - Pinaroli",1
"F.Filzi","Cadorna 2",15
"F.Filzi","Cadorna 3",5
"F.Filzi","Caiazzo",15
"F.Filzi","Cairoli",1
"F.Filzi","Caldara / Curtatone",6
"F.Filzi","Caneva - Tolentino",1
"F.Filzi","Canova - Sangiorgio",1
"F.Filzi","Castel Morrone - M. A. Di Savoia",2
"F.Filzi","Cavour",15
"F.Filzi","Centrale 1",2
"F.Filzi","Centrale 2",2
"F.Filzi","Chiesa - E. Filiberto",1
"F.Filzi","Cinque Giornate",3
"F.Filzi","Conciliazione",2
"F.Filzi","Coni Zugna Solari",1
"F.Filzi","Cordusio",3
"F.Filzi","D'Ancona",5
"F.Filzi","Dante - San Tomaso",7
